age,is_male,income,monthly_usage_hours,customer_service_calls,has_loyalty_card,churned,subscription_type_Premium,subscription_type_Standard,contract_length_Quarterly,contract_length_Yearly,payment_method_Cash,payment_method_Credit Card,payment_method_PayPal,region_North,region_South,region_West,engagement_score,high_value,risk_score,usage_per_age,low_engagement
28,1,144126,45,9,0,0,0,0,0,0,1,0,0,1,0,0,4.5,False,5,1.5517241379310345,0
65,1,104319,22,1,0,0,0,0,0,0,1,0,0,1,0,0,11.0,False,3,0.3333333333333333,1
33,1,141925,32,5,0,0,0,0,0,1,0,0,1,0,1,0,5.333333333333333,False,3,0.9411764705882353,0
50,0,125317,69,7,0,1,0,0,1,0,0,0,0,0,1,0,8.625,False,7,1.3529411764705883,0
26,0,126347,87,2,1,0,0,0,1,0,0,1,0,0,0,1,29.0,False,2,3.2222222222222223,0
23,0,78787,69,8,0,1,0,1,1,0,0,1,0,1,0,0,7.666666666666667,False,7,2.875,0
33,0,65488,42,8,0,0,0,1,0,0,0,0,1,0,0,0,4.666666666666667,False,5,1.2352941176470589,0
46,0,104441,53,1,0,0,1,0,0,1,0,0,1,0,0,0,26.5,True,3,1.127659574468085,0
20,1,104663,96,7,0,0,1,0,1,0,0,1,0,0,0,1,12.0,True,7,4.571428571428571,0
37,1,52431,59,9,0,0,0,1,1,0,0,1,0,0,0,0,5.9,False,7,1.5526315789473684,0
53,0,91681,74,4,0,1,0,0,0,1,0,0,1,0,0,1,14.8,False,3,1.3703703703703705,0
36,1,93483,39,3,0,0,0,1,0,0,0,1,0,1,0,0,9.75,False,3,1.054054054054054,0
43,0,79153,15,9,0,0,0,1,1,0,1,0,0,0,0,0,1.5,False,7,0.3409090909090909,1
20,0,36368,71,4,0,0,0,0,0,0,0,0,1,1,0,0,14.2,False,3,3.380952380952381,0
36,1,57424,29,3,0,0,0,0,0,0,0,1,0,0,1,0,7.25,False,3,0.7837837837837838,1
37,1,142360,3,7,0,1,1,0,0,0,0,0,1,0,0,0,0.375,True,5,0.07894736842105263,1
49,1,75004,83,3,0,0,0,0,0,1,0,0,0,0,1,0,20.75,False,3,1.66,0
24,0,113869,10,9,1,0,0,1,0,1,0,0,1,0,0,0,1.0,False,2,0.4,1
69,1,118652,92,5,0,0,0,1,1,0,0,0,1,1,0,0,15.333333333333334,False,5,1.3142857142857143,0
58,0,142755,29,1,1,1,0,0,1,0,0,0,0,0,0,1,14.5,False,2,0.4915254237288136,1
50,0,86985,79,4,0,1,0,0,0,0,1,0,0,1,0,0,15.8,False,3,1.5490196078431373,0
57,0,80069,35,5,0,0,0,0,0,1,0,1,0,1,0,0,5.833333333333333,False,3,0.603448275862069,0
56,1,82326,6,4,0,0,0,0,0,0,0,0,0,1,0,0,1.2,False,3,0.10526315789473684,1
35,1,138737,12,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,False,3,0.3333333333333333,1
57,0,111061,38,6,0,1,1,0,0,0,0,1,0,0,0,1,5.428571428571429,True,5,0.6551724137931034,0
18,1,53398,77,3,0,0,0,0,1,0,0,0,0,0,1,0,19.25,False,5,4.052631578947368,0
28,1,128393,93,7,1,0,0,1,1,0,0,1,0,1,0,0,11.625,False,4,3.206896551724138,0
45,1,80861,19,6,0,0,0,0,0,0,0,1,0,0,0,0,2.7142857142857144,False,5,0.41304347826086957,1
42,0,105897,67,6,1,0,1,0,0,0,0,0,0,0,1,0,9.571428571428571,True,2,1.558139534883721,0
67,0,111905,8,8,0,0,0,0,1,0,0,1,0,1,0,0,0.8888888888888888,False,7,0.11764705882352941,1
40,1,98577,8,0,0,0,0,0,0,0,1,0,0,0,1,0,8.0,False,3,0.1951219512195122,1
48,0,95641,84,9,0,0,1,0,1,0,0,0,0,1,0,0,8.4,True,7,1.7142857142857142,0
47,1,39078,47,5,1,1,1,0,0,1,1,0,0,0,1,0,7.833333333333333,False,0,0.9791666666666666,0
59,1,55003,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0.6666666666666666,False,0,0.06666666666666667,1
52,1,92768,51,5,0,0,1,0,0,0,0,1,0,0,0,1,8.5,True,3,0.9622641509433962,0
24,1,81047,85,5,0,0,0,0,1,0,0,0,1,0,0,1,14.166666666666666,False,5,3.4,0
33,0,101626,67,9,0,0,0,0,1,0,0,0,1,1,0,0,6.7,False,7,1.9705882352941178,0
43,0,87660,45,6,0,0,0,0,0,0,0,1,0,0,0,0,6.428571428571429,False,5,1.0227272727272727,0
65,0,134386,8,9,0,0,0,0,0,1,0,0,0,0,0,1,0.8,False,5,0.12121212121212122,1
69,1,79786,87,5,1,0,0,1,0,0,0,1,0,0,1,0,14.5,False,0,1.2428571428571429,0
66,1,31925,16,0,0,0,0,0,0,0,0,0,1,0,0,1,16.0,False,3,0.23880597014925373,1
19,1,113976,77,2,0,1,0,0,1,0,0,0,1,0,0,1,25.666666666666668,False,5,3.85,0
18,0,135221,67,1,1,1,0,1,0,1,0,0,0,1,0,0,33.5,False,0,3.526315789473684,0
65,1,147832,9,5,0,0,0,1,0,0,0,1,0,0,0,1,1.5,False,3,0.13636363636363635,1
29,0,56015,60,7,1,1,0,0,1,0,0,0,1,0,0,1,7.5,False,4,2.0,0
22,0,63320,78,2,0,0,0,1,0,0,1,0,0,0,1,0,26.0,False,3,3.391304347826087,0
54,0,94881,77,9,1,0,0,0,0,0,0,0,1,0,0,1,7.7,False,2,1.4,0
49,0,120827,71,7,0,0,0,1,0,0,0,0,1,0,1,0,8.875,False,5,1.42,0
26,0,132215,15,7,1,0,0,1,0,1,0,0,0,0,0,1,1.875,False,2,0.5555555555555556,1
58,0,56289,71,4,0,0,1,0,0,0,1,0,0,0,0,1,14.2,False,3,1.2033898305084745,0
52,1,33389,98,7,0,1,0,0,0,0,0,0,1,0,0,0,12.25,False,5,1.849056603773585,0
36,1,55683,41,5,0,0,0,0,0,0,0,0,1,0,0,1,6.833333333333333,False,3,1.1081081081081081,0
65,0,43629,22,4,0,0,0,0,0,1,1,0,0,0,1,0,4.4,False,3,0.3333333333333333,1
33,0,91550,24,8,0,0,0,0,1,0,0,1,0,0,1,0,2.6666666666666665,False,7,0.7058823529411765,1
20,1,54826,44,6,1,0,0,0,1,0,0,1,0,1,0,0,6.285714285714286,False,4,2.0952380952380953,0
37,0,130734,1,7,0,0,1,0,0,0,0,0,1,1,0,0,0.125,True,5,0.02631578947368421,1
41,0,56630,10,0,1,1,0,0,1,0,0,0,1,0,0,0,10.0,False,2,0.23809523809523808,1
50,1,128762,80,1,0,0,0,0,0,0,0,1,0,0,1,0,40.0,False,3,1.5686274509803921,0
41,0,76163,72,7,0,1,0,1,1,0,0,0,0,0,1,0,9.0,False,7,1.7142857142857142,0
69,0,128511,56,8,0,0,0,0,0,1,1,0,0,0,1,0,6.222222222222222,False,5,0.8,0
28,0,96435,89,3,0,0,0,1,0,0,1,0,0,0,0,0,22.25,False,3,3.0689655172413794,0
66,1,41653,50,9,1,0,0,0,1,0,0,0,0,0,1,0,5.0,False,4,0.746268656716418,0
25,1,57961,12,9,1,0,0,0,0,0,0,0,0,1,0,0,1.2,False,2,0.46153846153846156,1
53,1,111941,89,8,1,1,0,0,0,0,0,0,0,0,0,0,9.88888888888889,False,2,1.6481481481481481,0
55,0,104137,81,3,0,0,0,0,0,0,0,0,0,1,0,0,20.25,False,3,1.4464285714285714,0
57,0,63662,60,9,1,1,1,0,0,0,0,0,0,1,0,0,6.0,False,2,1.0344827586206897,0
37,1,128818,26,9,1,1,0,0,0,0,0,0,0,0,0,0,2.6,False,2,0.6842105263157895,1
52,0,86446,78,9,0,0,0,1,1,0,1,0,0,0,0,1,7.8,False,7,1.471698113207547,0
65,0,51288,41,8,0,0,0,0,0,0,0,0,0,0,0,1,4.555555555555555,False,5,0.6212121212121212,0
42,0,125081,36,6,0,0,0,0,1,0,0,1,0,1,0,0,5.142857142857143,False,7,0.8372093023255814,0
52,0,66877,23,1,0,0,1,0,0,0,0,0,0,0,0,1,11.5,False,3,0.4339622641509434,1
42,0,141562,43,8,1,0,0,0,0,0,0,0,0,0,1,0,4.777777777777778,False,2,1.0,0
46,1,45313,6,3,0,0,0,1,1,0,1,0,0,0,0,0,1.5,False,5,0.1276595744680851,1
35,0,110885,69,7,0,1,1,0,0,0,1,0,0,1,0,0,8.625,True,5,1.9166666666666667,0
63,1,102715,43,6,1,0,0,1,0,0,0,0,0,0,1,0,6.142857142857143,False,2,0.671875,0
35,0,40326,25,6,1,0,1,0,1,0,1,0,0,0,0,1,3.5714285714285716,False,4,0.6944444444444444,1
19,1,140091,18,7,0,0,0,0,0,0,0,0,1,0,1,0,2.25,False,5,0.9,1
52,0,31560,62,0,0,0,0,0,0,0,1,0,0,0,0,1,62.0,False,3,1.169811320754717,0
33,1,109148,13,4,1,0,0,0,0,0,1,0,0,1,0,0,2.6,False,0,0.38235294117647056,1
58,0,113186,43,1,0,0,0,1,0,1,1,0,0,0,1,0,21.5,False,3,0.7288135593220338,0
53,1,56745,78,1,0,0,1,0,1,0,1,0,0,0,0,0,39.0,False,5,1.4444444444444444,0
50,0,61890,28,0,0,0,0,0,1,0,0,1,0,1,0,0,28.0,False,5,0.5490196078431373,1
21,1,50022,18,4,0,0,0,1,1,0,0,1,0,0,1,0,3.6,False,5,0.8181818181818182,1
50,0,82579,59,1,0,0,0,0,0,0,0,1,0,0,1,0,29.5,False,3,1.1568627450980393,0
31,1,100316,60,3,0,0,0,1,0,0,0,0,0,0,0,1,15.0,False,3,1.875,0
38,1,113847,63,2,0,0,0,0,1,0,0,0,0,1,0,0,21.0,False,5,1.6153846153846154,0
65,0,58380,57,2,0,0,1,0,0,0,0,0,1,1,0,0,19.0,False,3,0.8636363636363636,0
37,0,140198,92,1,0,0,0,1,0,0,0,1,0,1,0,0,46.0,False,3,2.4210526315789473,0
25,1,32356,51,5,0,0,0,0,0,0,0,0,0,1,0,0,8.5,False,3,1.9615384615384615,0
24,0,100326,56,1,0,0,0,0,0,0,1,0,0,0,0,1,28.0,False,3,2.24,0
20,1,122447,27,7,0,0,0,0,0,1,1,0,0,0,0,0,3.375,False,5,1.2857142857142858,1
34,1,144994,32,7,1,0,0,0,0,0,0,1,0,1,0,0,4.0,False,2,0.9142857142857143,0
50,1,119899,9,4,0,0,0,0,0,0,0,0,1,0,0,1,1.8,False,3,0.17647058823529413,1
65,0,50049,96,9,0,0,1,0,0,0,0,0,1,0,0,0,9.6,False,5,1.4545454545454546,0
29,1,105717,84,6,0,0,0,1,0,1,1,0,0,0,0,0,12.0,False,5,2.8,0
68,1,135361,92,3,1,1,0,1,0,0,0,0,1,0,0,1,23.0,False,0,1.3333333333333333,0
39,0,46082,97,0,0,0,0,0,0,0,0,1,0,1,0,0,97.0,False,3,2.425,0
39,0,30661,68,1,0,0,1,0,1,0,1,0,0,0,0,0,34.0,False,5,1.7,0
63,0,67412,46,9,1,0,0,1,1,0,0,0,0,1,0,0,4.6,False,4,0.71875,0
47,0,144015,98,9,0,0,0,0,0,0,0,0,0,1,0,0,9.8,False,5,2.0416666666666665,0
55,1,32920,67,3,1,0,0,1,0,0,0,0,1,0,1,0,16.75,False,0,1.1964285714285714,0
55,1,121194,26,0,1,1,0,1,0,0,1,0,0,1,0,0,26.0,False,0,0.4642857142857143,1
62,1,144306,8,7,0,0,0,0,0,0,1,0,0,0,1,0,1.0,False,5,0.12698412698412698,1
68,1,90315,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,False,5,0.08695652173913043,1
25,0,109561,80,3,0,0,0,0,0,0,1,0,0,0,0,1,20.0,False,3,3.076923076923077,0
44,1,38946,24,9,1,1,0,0,0,0,1,0,0,0,1,0,2.4,False,2,0.5333333333333333,1
44,1,124242,48,2,0,0,1,0,0,0,1,0,0,0,0,1,16.0,True,3,1.0666666666666667,0
51,0,75500,94,1,1,0,1,0,1,0,0,0,1,0,0,0,47.0,False,2,1.8076923076923077,0
38,1,134540,45,4,1,0,0,1,0,1,1,0,0,1,0,0,9.0,False,0,1.1538461538461537,0
47,1,46309,13,2,1,0,0,0,1,0,0,1,0,0,0,0,4.333333333333333,False,2,0.2708333333333333,1
50,1,85230,69,9,0,0,0,0,0,0,0,0,1,0,0,1,6.9,False,5,1.3529411764705883,0
45,1,141822,25,6,0,0,0,1,0,0,1,0,0,0,0,0,3.5714285714285716,False,5,0.5434782608695652,1
64,1,128656,20,5,0,0,0,1,0,1,1,0,0,1,0,0,3.3333333333333335,False,3,0.3076923076923077,1
50,1,60027,82,0,0,0,0,0,0,0,0,1,0,0,0,0,82.0,False,3,1.607843137254902,0
22,0,102541,82,7,1,1,0,1,0,0,0,0,1,1,0,0,10.25,False,2,3.5652173913043477,0
65,0,142340,66,1,0,0,1,0,0,0,0,0,0,0,1,0,33.0,True,3,1.0,0
36,1,144846,74,4,0,0,0,0,1,0,0,0,0,0,0,1,14.8,False,5,2.0,0
21,1,89321,45,8,0,0,0,0,1,0,0,0,1,1,0,0,5.0,False,7,2.0454545454545454,0
52,0,30956,47,7,1,0,0,1,0,0,1,0,0,1,0,0,5.875,False,2,0.8867924528301887,0
66,1,130375,63,1,0,1,0,0,0,0,1,0,0,0,0,0,31.5,False,3,0.9402985074626866,0
34,1,104131,76,8,0,1,0,0,0,1,0,0,0,0,1,0,8.444444444444445,False,5,2.1714285714285713,0
61,1,77908,77,4,0,0,0,0,0,0,0,0,0,1,0,0,15.4,False,3,1.2419354838709677,0
45,0,108339,55,9,0,0,0,0,1,0,0,0,0,0,1,0,5.5,False,7,1.1956521739130435,0
47,1,55963,75,5,1,0,0,1,1,0,0,1,0,0,1,0,12.5,False,2,1.5625,0
46,0,131757,19,2,0,0,0,1,1,0,0,0,0,0,0,0,6.333333333333333,False,5,0.40425531914893614,1
63,1,69443,35,2,1,0,0,0,0,0,0,1,0,1,0,0,11.666666666666666,False,0,0.546875,0
23,0,129259,53,9,0,1,1,0,0,0,0,0,1,0,0,0,5.3,True,5,2.2083333333333335,0
52,0,69063,26,7,0,1,1,0,0,0,1,0,0,0,0,1,3.25,False,5,0.49056603773584906,1
58,1,144225,14,9,1,0,1,0,0,1,0,0,0,0,0,1,1.4,True,2,0.23728813559322035,1
54,0,146400,45,9,0,0,0,0,0,1,1,0,0,1,0,0,4.5,False,5,0.8181818181818182,0
41,1,110818,44,1,0,0,0,0,0,0,1,0,0,0,1,0,22.0,False,3,1.0476190476190477,0
46,0,34703,88,1,1,0,1,0,0,0,0,0,0,1,0,0,44.0,False,0,1.872340425531915,0
66,1,95128,65,4,0,0,0,1,0,1,0,0,0,1,0,0,13.0,False,3,0.9701492537313433,0
63,1,102099,51,5,1,0,0,0,1,0,0,0,1,0,0,1,8.5,False,2,0.796875,0
48,0,55849,43,1,0,0,0,0,0,1,0,1,0,0,0,1,21.5,False,3,0.8775510204081632,0
52,1,61860,86,4,0,0,0,0,0,0,0,1,0,0,1,0,17.2,False,3,1.6226415094339623,0
50,1,61585,23,6,0,1,1,0,0,0,1,0,0,0,1,0,3.2857142857142856,False,5,0.45098039215686275,1
69,0,52015,56,9,0,1,0,1,1,0,0,0,0,1,0,0,5.6,False,7,0.8,0
38,1,107539,19,9,0,0,0,0,1,0,0,0,1,0,0,0,1.9,False,7,0.48717948717948717,1
49,1,73585,82,7,0,0,0,0,0,0,0,0,1,1,0,0,10.25,False,5,1.64,0
40,0,56958,76,6,1,0,0,1,0,0,0,0,1,0,1,0,10.857142857142858,False,2,1.853658536585366,0
50,0,56017,55,7,0,0,1,0,0,0,0,0,1,0,0,0,6.875,False,5,1.0784313725490196,0
20,1,106707,92,8,0,0,0,0,0,0,0,0,1,0,0,1,10.222222222222221,False,5,4.380952380952381,0
35,1,75350,92,4,1,1,0,1,0,0,0,1,0,0,1,0,18.4,False,0,2.5555555555555554,0
42,0,42201,60,4,0,0,1,0,0,1,0,1,0,0,1,0,12.0,False,3,1.3953488372093024,0
59,0,59426,59,9,0,0,0,0,0,0,0,1,0,0,0,0,5.9,False,5,0.9833333333333333,0
48,1,47778,33,3,0,0,0,1,1,0,0,0,0,0,1,0,8.25,False,5,0.673469387755102,0
20,0,75241,19,8,1,0,0,0,0,0,1,0,0,0,1,0,2.111111111111111,False,2,0.9047619047619048,1
57,1,72229,28,4,1,0,0,1,1,0,0,0,1,0,1,0,5.6,False,2,0.4827586206896552,1
63,1,116652,52,1,1,0,0,1,0,1,0,0,0,0,1,0,26.0,False,0,0.8125,0
41,1,148402,49,9,0,0,0,1,0,0,0,0,1,0,1,0,4.9,False,5,1.1666666666666667,0
67,1,78364,37,7,1,0,0,1,0,0,0,1,0,0,1,0,4.625,False,2,0.5441176470588235,0
49,1,128833,26,6,0,0,0,0,0,0,0,0,0,0,1,0,3.7142857142857144,False,5,0.52,1
64,0,114878,99,7,1,0,1,0,0,0,0,1,0,0,1,0,12.375,True,2,1.523076923076923,0
39,0,87056,98,2,0,1,0,1,1,0,0,0,1,0,0,1,32.666666666666664,False,5,2.45,0
40,0,57490,99,3,0,1,0,0,0,1,0,0,1,0,1,0,24.75,False,3,2.4146341463414633,0
19,0,49975,40,4,0,0,0,1,0,0,1,0,0,0,0,1,8.0,False,3,2.0,0
44,1,56723,80,5,1,0,0,1,0,0,0,0,1,0,0,1,13.333333333333334,False,0,1.7777777777777777,0
59,1,53279,38,0,0,0,0,0,0,0,0,1,0,1,0,0,38.0,False,3,0.6333333333333333,0
19,1,108301,77,3,1,0,1,0,1,0,0,0,1,1,0,0,19.25,True,2,3.85,0
43,1,142214,87,9,0,0,1,0,0,0,1,0,0,0,0,1,8.7,True,5,1.9772727272727273,0
34,0,41561,54,4,0,0,0,0,0,0,1,0,0,0,0,1,10.8,False,3,1.542857142857143,0
57,1,137435,22,6,1,0,1,0,1,0,0,1,0,0,1,0,3.142857142857143,True,4,0.3793103448275862,1
50,1,96061,16,4,0,0,0,0,1,0,0,0,0,1,0,0,3.2,False,5,0.3137254901960784,1
26,0,118397,28,0,0,1,0,0,0,0,0,0,1,0,0,0,28.0,False,3,1.037037037037037,1
60,0,79153,35,6,1,1,0,0,1,0,1,0,0,1,0,0,5.0,False,4,0.5737704918032787,0
65,0,63142,60,7,0,0,1,0,0,0,0,0,1,0,0,1,7.5,False,5,0.9090909090909091,0
56,0,56916,45,6,1,0,0,1,0,0,0,0,1,0,0,1,6.428571428571429,False,2,0.7894736842105263,0
46,1,94324,46,3,0,1,0,0,0,1,0,0,0,0,1,0,11.5,False,3,0.9787234042553191,0
59,1,74965,72,7,0,1,0,0,1,0,1,0,0,0,1,0,9.0,False,7,1.2,0
43,0,34648,55,4,1,0,0,1,0,0,0,0,1,1,0,0,11.0,False,0,1.25,0
52,1,65133,86,9,0,0,0,0,0,0,1,0,0,0,1,0,8.6,False,5,1.6226415094339623,0
67,1,80677,85,8,0,0,1,0,0,0,0,1,0,0,0,0,9.444444444444445,False,5,1.25,0
42,1,126059,26,9,0,0,1,0,0,0,0,1,0,0,0,0,2.6,True,5,0.6046511627906976,1
41,0,124588,85,4,0,0,0,1,0,0,0,0,1,0,1,0,17.0,False,3,2.0238095238095237,0
30,1,129950,25,0,0,0,1,0,0,0,1,0,0,0,0,0,25.0,True,3,0.8064516129032258,1
24,0,128317,65,8,0,0,0,0,0,0,0,0,1,0,0,0,7.222222222222222,False,5,2.6,0
53,1,100135,6,4,0,0,1,0,1,0,1,0,0,1,0,0,1.2,True,5,0.1111111111111111,1
62,1,65046,23,5,0,0,0,1,1,0,1,0,0,0,0,0,3.8333333333333335,False,5,0.36507936507936506,1
37,1,77064,64,3,0,0,0,1,1,0,0,0,0,0,0,1,16.0,False,5,1.6842105263157894,0
18,0,131459,87,5,0,1,0,0,0,0,0,0,0,0,0,1,14.5,False,3,4.578947368421052,0
25,1,136625,43,7,0,0,1,0,0,1,0,0,0,1,0,0,5.375,True,5,1.6538461538461537,0
63,0,99350,23,2,0,0,0,0,1,0,0,0,1,0,1,0,7.666666666666667,False,5,0.359375,1
33,0,75893,96,4,0,0,0,0,1,0,0,0,0,1,0,0,19.2,False,5,2.823529411764706,0
31,0,131520,30,1,0,0,0,0,1,0,0,0,0,0,1,0,15.0,False,5,0.9375,0
29,1,91272,77,1,0,0,0,1,0,1,0,1,0,0,1,0,38.5,False,3,2.566666666666667,0
68,1,122152,18,6,0,1,0,1,0,0,1,0,0,0,1,0,2.5714285714285716,False,5,0.2608695652173913,1
40,1,97649,87,9,0,0,0,1,0,0,1,0,0,0,1,0,8.7,False,5,2.1219512195121952,0
32,1,94674,79,9,1,0,1,0,1,0,0,0,0,0,1,0,7.9,True,4,2.393939393939394,0
45,0,149044,97,9,0,0,0,0,1,0,1,0,0,1,0,0,9.7,False,7,2.108695652173913,0
51,0,138542,21,5,0,0,0,1,1,0,0,1,0,0,1,0,3.5,False,5,0.40384615384615385,1
19,0,43760,57,3,0,1,0,0,0,0,0,1,0,0,0,0,14.25,False,3,2.85,0
49,1,51927,23,4,1,0,1,0,0,0,0,0,0,0,0,0,4.6,False,0,0.46,1
40,0,116475,91,0,1,1,1,0,0,0,0,1,0,0,1,0,91.0,True,0,2.2195121951219514,0
39,1,91367,45,6,0,0,0,1,0,1,1,0,0,0,0,0,6.428571428571429,False,5,1.125,0
68,0,127955,44,7,0,0,0,1,0,0,0,0,1,0,0,1,5.5,False,5,0.6376811594202898,0
42,1,42588,82,8,1,1,0,0,0,0,1,0,0,1,0,0,9.11111111111111,False,2,1.9069767441860466,0
39,1,131678,88,7,0,0,0,0,0,0,0,0,1,1,0,0,11.0,False,5,2.2,0
39,0,134734,47,4,0,1,1,0,0,0,0,0,0,0,1,0,9.4,True,3,1.175,0
66,0,148154,40,2,1,1,0,0,0,1,0,0,1,0,1,0,13.333333333333334,False,0,0.5970149253731343,0
69,0,82233,51,9,0,0,0,0,1,0,0,1,0,0,0,1,5.1,False,7,0.7285714285714285,0
59,0,74738,42,8,0,0,0,0,1,0,1,0,0,0,1,0,4.666666666666667,False,7,0.7,0
23,1,63397,7,5,0,0,1,0,0,0,0,0,1,0,0,0,1.1666666666666667,False,3,0.2916666666666667,1
32,0,112189,50,4,0,0,0,0,1,0,1,0,0,0,0,1,10.0,False,5,1.5151515151515151,0
60,0,106367,48,2,0,0,0,0,0,0,0,0,0,0,0,0,16.0,False,3,0.7868852459016393,0
54,0,101260,84,5,0,0,0,1,1,0,0,0,0,1,0,0,14.0,False,5,1.5272727272727273,0
50,1,106619,91,2,0,1,1,0,0,0,0,1,0,0,0,0,30.333333333333332,True,3,1.7843137254901962,0
25,1,141453,6,9,1,1,0,0,0,0,0,0,0,1,0,0,0.6,False,2,0.23076923076923078,1
61,0,49816,91,5,1,0,0,0,1,0,0,0,1,0,0,0,15.166666666666666,False,2,1.467741935483871,0
61,1,72240,9,3,0,0,0,0,0,1,0,0,0,1,0,0,2.25,False,3,0.14516129032258066,1
22,0,36276,57,1,0,0,0,0,0,0,0,1,0,0,1,0,28.5,False,3,2.4782608695652173,0
56,1,143939,31,7,1,0,0,0,1,0,1,0,0,0,0,0,3.875,False,4,0.543859649122807,0
21,1,134199,21,3,0,0,0,1,0,0,1,0,0,1,0,0,5.25,False,3,0.9545454545454546,1
23,1,109530,90,8,1,1,0,1,0,0,0,0,0,0,0,0,10.0,False,2,3.75,0
62,1,53499,40,6,0,1,0,1,0,0,0,0,1,0,0,1,5.714285714285714,False,5,0.6349206349206349,0
49,0,118576,45,1,0,0,0,0,0,0,0,1,0,0,1,0,22.5,False,3,0.9,0
69,0,138856,77,3,0,0,1,0,0,0,0,0,1,1,0,0,19.25,True,3,1.1,0
47,0,112495,49,4,0,0,0,0,0,0,0,1,0,0,0,1,9.8,False,3,1.0208333333333333,0
64,1,101635,87,2,1,1,1,0,0,0,0,0,0,0,0,0,29.0,True,0,1.3384615384615384,0
52,0,137803,20,8,0,0,0,1,0,1,0,1,0,0,0,1,2.2222222222222223,False,5,0.37735849056603776,1
57,0,115112,92,4,1,0,0,0,0,0,0,1,0,0,0,0,18.4,False,0,1.5862068965517242,0
69,0,65946,17,1,0,1,0,1,1,0,0,0,0,0,1,0,8.5,False,5,0.24285714285714285,1
33,1,85204,28,2,1,0,0,0,0,0,0,0,1,0,0,1,9.333333333333334,False,0,0.8235294117647058,1
30,1,81886,41,8,0,0,0,1,1,0,0,0,0,0,1,0,4.555555555555555,False,7,1.3225806451612903,0
67,1,101652,66,6,0,0,0,0,0,0,0,1,0,1,0,0,9.428571428571429,False,5,0.9705882352941176,0
59,0,45563,25,1,0,1,0,0,0,0,0,0,0,0,0,0,12.5,False,3,0.4166666666666667,1
47,0,122324,58,8,0,0,1,0,0,0,0,1,0,0,0,0,6.444444444444445,True,5,1.2083333333333333,0
36,0,122464,41,3,0,0,0,0,0,0,0,0,0,0,1,0,10.25,False,3,1.1081081081081081,0
34,1,131872,6,8,1,0,1,0,0,0,1,0,0,0,1,0,0.6666666666666666,True,2,0.17142857142857143,1
36,1,39847,75,1,1,0,0,0,1,0,1,0,0,1,0,0,37.5,False,2,2.027027027027027,0
45,0,56155,38,9,0,1,0,1,0,1,0,0,0,0,0,1,3.8,False,5,0.8260869565217391,0
43,1,109671,6,3,1,0,0,1,1,0,0,0,1,0,0,0,1.5,False,2,0.13636363636363635,1
54,1,146891,45,4,1,0,0,1,1,0,0,1,0,0,0,0,9.0,False,2,0.8181818181818182,0
43,1,113310,75,1,0,0,0,0,0,0,1,0,0,1,0,0,37.5,False,3,1.7045454545454546,0
40,1,97278,14,9,0,0,0,0,0,0,0,0,1,1,0,0,1.4,False,5,0.34146341463414637,1
26,0,48309,66,0,0,1,0,0,0,0,0,1,0,0,1,0,66.0,False,3,2.4444444444444446,0
29,1,30619,40,6,0,0,0,0,0,0,1,0,0,0,1,0,5.714285714285714,False,5,1.3333333333333333,0
18,1,113194,3,9,0,0,0,1,0,0,1,0,0,0,0,1,0.3,False,5,0.15789473684210525,1
18,1,80108,99,0,1,0,1,0,0,0,0,0,0,1,0,0,99.0,False,0,5.2105263157894735,0
64,1,64707,97,7,0,0,1,0,0,0,0,1,0,0,0,1,12.125,False,5,1.4923076923076923,0
51,0,50337,24,2,0,0,0,1,0,0,0,0,1,1,0,0,8.0,False,3,0.46153846153846156,1
49,0,111537,19,9,0,0,0,1,1,0,0,0,1,0,0,0,1.9,False,7,0.38,1
65,1,96504,18,5,1,0,0,1,1,0,0,0,1,1,0,0,3.0,False,2,0.2727272727272727,1
42,1,77614,64,6,0,0,0,0,0,0,0,1,0,1,0,0,9.142857142857142,False,5,1.4883720930232558,0
57,1,121428,88,9,1,0,1,0,0,1,0,0,1,0,0,0,8.8,True,2,1.5172413793103448,0
62,1,121155,35,0,1,0,0,1,0,1,0,0,1,1,0,0,35.0,False,0,0.5555555555555556,0
18,1,30281,62,5,1,1,0,1,0,0,0,0,1,0,0,1,10.333333333333334,False,0,3.263157894736842,0
33,1,57420,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0.14285714285714285,False,5,0.029411764705882353,1
56,0,110896,25,5,0,0,0,0,0,0,0,0,0,0,1,0,4.166666666666667,False,3,0.43859649122807015,1
22,1,69030,45,3,0,0,0,0,0,1,0,1,0,0,0,1,11.25,False,3,1.9565217391304348,0
39,0,31058,49,0,0,0,1,0,0,1,0,1,0,0,0,0,49.0,False,3,1.225,0
46,0,116213,98,8,0,0,0,1,0,0,0,0,1,1,0,0,10.88888888888889,False,5,2.0851063829787235,0
20,1,106260,89,3,1,0,0,0,0,0,0,0,0,0,0,1,22.25,False,0,4.238095238095238,0
29,0,58404,16,6,1,0,1,0,0,0,1,0,0,0,1,0,2.2857142857142856,False,2,0.5333333333333333,1
43,0,133482,98,6,0,0,0,0,0,0,1,0,0,0,1,0,14.0,False,5,2.227272727272727,0
33,0,135284,93,1,0,0,0,0,0,0,0,0,1,0,0,1,46.5,False,3,2.735294117647059,0
