customer_id,age,gender,income,subscription_type,contract_length,payment_method,monthly_usage_hours,customer_service_calls,has_loyalty_card,region,churned
386,66,Male,95128,Standard,Yearly,Bank Transfer,65,4,No,North,No
387,63,Male,102099,Basic,Quarterly,PayPal,51,5,Yes,West,No
388,48,Female,55849,Basic,Yearly,Credit Card,43,1,No,West,No
389,52,Male,61860,Basic,Monthly,Credit Card,86,4,No,South,No
390,50,Male,61585,Premium,Monthly,Cash,23,6,No,South,Yes
391,69,Female,52015,Standard,Quarterly,Bank Transfer,56,9,No,North,Yes
392,38,Male,107539,Basic,Quarterly,PayPal,19,9,No,East,No
393,49,Male,73585,Basic,Monthly,PayPal,82,7,No,North,No
394,40,Female,56958,Standard,Monthly,PayPal,76,6,Yes,South,No
395,50,Female,56017,Premium,Monthly,PayPal,55,7,No,East,No
396,20,Male,106707,Basic,Monthly,PayPal,92,8,No,West,No
397,35,Male,75350,Standard,Monthly,Credit Card,92,4,Yes,South,Yes
398,42,Female,42201,Premium,Yearly,Credit Card,60,4,No,South,No
399,59,Female,59426,Basic,Monthly,Credit Card,59,9,No,East,No
400,48,Male,47778,Standard,Quarterly,Bank Transfer,33,3,No,South,No
401,20,Female,75241,Basic,Monthly,Cash,19,8,Yes,South,No
402,57,Male,72229,Standard,Quarterly,PayPal,28,4,Yes,South,No
403,63,Male,116652,Standard,Yearly,Bank Transfer,52,1,Yes,South,No
404,41,Male,148402,Standard,Monthly,PayPal,49,9,No,South,No
405,67,Male,78364,Standard,Monthly,Credit Card,37,7,Yes,South,No
406,49,Male,128833,Basic,Monthly,Bank Transfer,26,6,No,South,No
407,64,Female,114878,Premium,Monthly,Credit Card,99,7,Yes,South,No
408,39,Female,87056,Standard,Quarterly,PayPal,98,2,No,West,Yes
409,40,Female,57490,Basic,Yearly,PayPal,99,3,No,South,Yes
410,19,Female,49975,Standard,Monthly,Cash,40,4,No,West,No
411,44,Male,56723,Standard,Monthly,PayPal,80,5,Yes,West,No
412,59,Male,53279,Basic,Monthly,Credit Card,38,0,No,North,No
413,19,Male,108301,Premium,Quarterly,PayPal,77,3,Yes,North,No
414,43,Male,142214,Premium,Monthly,Cash,87,9,No,West,No
415,34,Female,41561,Basic,Monthly,Cash,54,4,No,West,No
416,57,Male,137435,Premium,Quarterly,Credit Card,22,6,Yes,South,No
417,50,Male,96061,Basic,Quarterly,Bank Transfer,16,4,No,North,No
418,26,Female,118397,Basic,Monthly,PayPal,28,0,No,East,Yes
419,60,Female,79153,Basic,Quarterly,Cash,35,6,Yes,North,Yes
420,65,Female,63142,Premium,Monthly,PayPal,60,7,No,West,No
421,56,Female,56916,Standard,Monthly,PayPal,45,6,Yes,West,No
422,46,Male,94324,Basic,Yearly,Bank Transfer,46,3,No,South,Yes
423,59,Male,74965,Basic,Quarterly,Cash,72,7,No,South,Yes
424,43,Female,34648,Standard,Monthly,PayPal,55,4,Yes,North,No
425,52,Male,65133,Basic,Monthly,Cash,86,9,No,South,No
426,67,Male,80677,Premium,Monthly,Credit Card,85,8,No,East,No
427,42,Male,126059,Premium,Monthly,Credit Card,26,9,No,East,No
428,41,Female,124588,Standard,Monthly,PayPal,85,4,No,South,No
429,30,Male,129950,Premium,Monthly,Cash,25,0,No,East,No
430,24,Female,128317,Basic,Monthly,PayPal,65,8,No,East,No
431,53,Male,100135,Premium,Quarterly,Cash,6,4,No,North,No
432,62,Male,65046,Standard,Quarterly,Cash,23,5,No,East,No
433,37,Male,77064,Standard,Quarterly,Bank Transfer,64,3,No,West,No
434,18,Female,131459,Basic,Monthly,Bank Transfer,87,5,No,West,Yes
435,25,Male,136625,Premium,Yearly,Bank Transfer,43,7,No,North,No
436,63,Female,99350,Basic,Quarterly,PayPal,23,2,No,South,No
437,33,Female,75893,Basic,Quarterly,Bank Transfer,96,4,No,North,No
438,31,Female,131520,Basic,Quarterly,Bank Transfer,30,1,No,South,No
439,29,Male,91272,Standard,Yearly,Credit Card,77,1,No,South,No
440,68,Male,122152,Standard,Monthly,Cash,18,6,No,South,Yes
441,40,Male,97649,Standard,Monthly,Cash,87,9,No,South,No
442,32,Male,94674,Premium,Quarterly,Bank Transfer,79,9,Yes,South,No
443,45,Female,149044,Basic,Quarterly,Cash,97,9,No,North,No
444,51,Female,138542,Standard,Quarterly,Credit Card,21,5,No,South,No
445,19,Female,43760,Basic,Monthly,Credit Card,57,3,No,East,Yes
446,49,Male,51927,Premium,Monthly,Bank Transfer,23,4,Yes,East,No
447,40,Female,116475,Premium,Monthly,Credit Card,91,0,Yes,South,Yes
448,39,Male,91367,Standard,Yearly,Cash,45,6,No,East,No
449,68,Female,127955,Standard,Monthly,PayPal,44,7,No,West,No
450,42,Male,42588,Basic,Monthly,Cash,82,8,Yes,North,Yes
451,39,Male,131678,Basic,Monthly,PayPal,88,7,No,North,No
452,39,Female,134734,Premium,Monthly,Bank Transfer,47,4,No,South,Yes
453,66,Female,148154,Basic,Yearly,PayPal,40,2,Yes,South,Yes
454,69,Female,82233,Basic,Quarterly,Credit Card,51,9,No,West,No
455,59,Female,74738,Basic,Quarterly,Cash,42,8,No,South,No
456,23,Male,63397,Premium,Monthly,PayPal,7,5,No,East,No
457,32,Female,112189,Basic,Quarterly,Cash,50,4,No,West,No
458,60,Female,106367,Basic,Monthly,Bank Transfer,48,2,No,East,No
459,54,Female,101260,Standard,Quarterly,Bank Transfer,84,5,No,North,No
460,50,Male,106619,Premium,Monthly,Credit Card,91,2,No,East,Yes
461,25,Male,141453,Basic,Monthly,Bank Transfer,6,9,Yes,North,Yes
462,61,Female,49816,Basic,Quarterly,PayPal,91,5,Yes,East,No
463,61,Male,72240,Basic,Yearly,Bank Transfer,9,3,No,North,No
464,22,Female,36276,Basic,Monthly,Credit Card,57,1,No,South,No
465,56,Male,143939,Basic,Quarterly,Cash,31,7,Yes,East,No
466,21,Male,134199,Standard,Monthly,Cash,21,3,No,North,No
467,23,Male,109530,Standard,Monthly,Bank Transfer,90,8,Yes,East,Yes
468,62,Male,53499,Standard,Monthly,PayPal,40,6,No,West,Yes
469,49,Female,118576,Basic,Monthly,Credit Card,45,1,No,South,No
470,69,Female,138856,Premium,Monthly,PayPal,77,3,No,North,No
471,47,Female,112495,Basic,Monthly,Credit Card,49,4,No,West,No
472,64,Male,101635,Premium,Monthly,Bank Transfer,87,2,Yes,East,Yes
473,52,Female,137803,Standard,Yearly,Credit Card,20,8,No,West,No
474,57,Female,115112,Basic,Monthly,Credit Card,92,4,Yes,East,No
475,69,Female,65946,Standard,Quarterly,Bank Transfer,17,1,No,South,Yes
476,33,Male,85204,Basic,Monthly,PayPal,28,2,Yes,West,No
477,30,Male,81886,Standard,Quarterly,Bank Transfer,41,8,No,South,No
478,67,Male,101652,Basic,Monthly,Credit Card,66,6,No,North,No
479,59,Female,45563,Basic,Monthly,Bank Transfer,25,1,No,East,Yes
480,47,Female,122324,Premium,Monthly,Credit Card,58,8,No,East,No
481,36,Female,122464,Basic,Monthly,Bank Transfer,41,3,No,South,No
482,34,Male,131872,Premium,Monthly,Cash,6,8,Yes,South,No
483,36,Male,39847,Basic,Quarterly,Cash,75,1,Yes,North,No
484,45,Female,56155,Standard,Yearly,Bank Transfer,38,9,No,West,Yes
485,43,Male,109671,Standard,Quarterly,PayPal,6,3,Yes,East,No
486,54,Male,146891,Standard,Quarterly,Credit Card,45,4,Yes,East,No
487,43,Male,113310,Basic,Monthly,Cash,75,1,No,North,No
488,40,Male,97278,Basic,Monthly,PayPal,14,9,No,North,No
489,26,Female,48309,Basic,Monthly,Credit Card,66,0,No,South,Yes
490,29,Male,30619,Basic,Monthly,Cash,40,6,No,South,No
491,18,Male,113194,Standard,Monthly,Cash,3,9,No,West,No
492,18,Male,80108,Premium,Monthly,Bank Transfer,99,0,Yes,North,No
493,64,Male,64707,Premium,Monthly,Credit Card,97,7,No,West,No
494,51,Female,50337,Standard,Monthly,PayPal,24,2,No,North,No
495,49,Female,111537,Standard,Quarterly,PayPal,19,9,No,East,No
496,65,Male,96504,Standard,Quarterly,PayPal,18,5,Yes,North,No
497,42,Male,77614,Basic,Monthly,Credit Card,64,6,No,North,No
498,57,Male,121428,Premium,Yearly,PayPal,88,9,Yes,East,No
499,62,Male,121155,Standard,Yearly,PayPal,35,0,Yes,North,No
500,18,Male,30281,Standard,Monthly,PayPal,62,5,Yes,West,Yes
501,33,Male,57420,Basic,Monthly,Bank Transfer,1,6,No,South,No
502,56,Female,110896,Basic,Monthly,Bank Transfer,25,5,No,South,No
503,22,Male,69030,Basic,Yearly,Credit Card,45,3,No,West,No
504,39,Female,31058,Premium,Yearly,Credit Card,49,0,No,East,No
505,46,Female,116213,Standard,Monthly,PayPal,98,8,No,North,No
506,20,Male,106260,Basic,Monthly,Bank Transfer,89,3,Yes,West,No
507,29,Female,58404,Premium,Monthly,Cash,16,6,Yes,South,No
508,43,Female,133482,Basic,Monthly,Cash,98,6,No,South,No
509,33,Female,135284,Basic,Monthly,PayPal,93,1,No,West,No
510,68,Female,59856,Basic,Yearly,PayPal,19,0,No,South,No
511,54,Female,39200,Standard,Quarterly,Bank Transfer,23,7,Yes,West,No
512,39,Female,94178,Premium,Quarterly,Bank Transfer,83,7,Yes,South,No
513,46,Male,63997,Basic,Yearly,Bank Transfer,25,6,Yes,West,Yes
514,31,Female,55611,Premium,Quarterly,Credit Card,16,7,No,North,No
515,45,Female,149273,Basic,Monthly,Credit Card,54,2,No,North,No
516,22,Female,71235,Premium,Quarterly,PayPal,73,1,No,North,Yes
517,64,Male,147428,Standard,Monthly,Credit Card,1,6,No,North,Yes
518,66,Female,65057,Premium,Quarterly,Bank Transfer,42,7,No,South,No
519,47,Male,31239,Basic,Monthly,Bank Transfer,19,0,No,East,No
520,63,Female,133674,Premium,Quarterly,Credit Card,97,9,Yes,West,No
521,69,Male,144474,Standard,Monthly,Cash,34,8,No,East,No
522,22,Male,95661,Basic,Monthly,PayPal,80,3,No,South,Yes
523,29,Female,75272,Premium,Monthly,Cash,55,3,Yes,South,No
524,33,Female,119393,Basic,Monthly,PayPal,18,2,No,East,No
525,43,Male,91212,Premium,Quarterly,Cash,34,5,No,East,No
526,43,Female,45398,Basic,Quarterly,Credit Card,89,0,No,South,No
527,65,Male,86503,Standard,Monthly,PayPal,45,5,No,South,No
528,38,Male,36638,Standard,Monthly,PayPal,6,1,No,West,Yes
529,56,Male,36570,Basic,Monthly,PayPal,21,8,No,North,Yes
530,53,Male,98785,Basic,Monthly,Bank Transfer,70,1,Yes,North,Yes
531,50,Male,39110,Basic,Monthly,Bank Transfer,96,6,Yes,West,No
532,47,Female,135899,Basic,Yearly,Cash,48,0,Yes,East,No
533,54,Male,109141,Basic,Monthly,Credit Card,39,6,Yes,South,No
534,40,Male,42115,Standard,Monthly,Bank Transfer,31,4,No,East,No
535,27,Female,69062,Basic,Monthly,PayPal,10,7,No,North,No
536,22,Male,52911,Basic,Monthly,Bank Transfer,30,3,Yes,North,No
537,53,Female,134061,Standard,Monthly,Credit Card,18,9,No,East,No
538,51,Female,62556,Basic,Quarterly,Bank Transfer,60,6,Yes,North,Yes
539,69,Female,108131,Premium,Monthly,PayPal,88,5,No,South,No
540,48,Male,31969,Premium,Monthly,Cash,73,4,Yes,West,No
541,27,Male,73753,Standard,Monthly,PayPal,95,3,No,East,No
542,36,Male,112811,Standard,Monthly,Credit Card,15,6,Yes,South,No
543,49,Female,34470,Premium,Monthly,Cash,4,4,No,South,No
544,18,Male,40225,Basic,Yearly,Bank Transfer,63,4,No,North,No
545,22,Female,137860,Basic,Quarterly,Bank Transfer,40,0,No,South,No
546,62,Male,137510,Basic,Monthly,Bank Transfer,9,1,Yes,East,No
547,21,Female,138295,Standard,Monthly,Cash,9,4,Yes,South,No
548,33,Male,53196,Basic,Monthly,PayPal,26,2,Yes,West,No
549,41,Male,135823,Standard,Monthly,Cash,4,1,No,South,No
550,33,Male,43669,Premium,Quarterly,Cash,81,3,Yes,South,No
551,19,Female,67380,Premium,Quarterly,Credit Card,16,3,No,West,No
552,66,Female,140677,Standard,Monthly,Cash,15,3,No,South,No
553,45,Male,145886,Basic,Monthly,Bank Transfer,99,3,No,South,No
554,49,Male,78320,Premium,Monthly,PayPal,52,2,No,North,No
555,44,Female,77414,Standard,Yearly,PayPal,69,6,Yes,East,No
556,37,Female,133542,Basic,Quarterly,PayPal,5,8,Yes,North,Yes
557,41,Female,45577,Basic,Monthly,Bank Transfer,20,4,No,East,Yes
558,29,Male,118009,Premium,Monthly,Bank Transfer,79,3,No,West,No
559,67,Female,85409,Standard,Quarterly,Bank Transfer,18,1,Yes,West,No
560,52,Male,58625,Premium,Monthly,Bank Transfer,2,1,Yes,West,No
561,50,Female,111040,Premium,Monthly,Bank Transfer,93,4,No,East,No
562,50,Male,54089,Standard,Monthly,Cash,13,6,Yes,East,Yes
563,68,Female,66487,Standard,Quarterly,Bank Transfer,4,9,No,East,No
564,60,Female,95838,Basic,Monthly,Bank Transfer,42,9,No,West,No
565,54,Female,126999,Basic,Monthly,Bank Transfer,74,8,Yes,East,No
566,29,Female,140448,Basic,Yearly,Bank Transfer,61,6,Yes,South,No
567,20,Female,124795,Standard,Monthly,PayPal,95,4,Yes,North,No
568,18,Male,80138,Standard,Monthly,Bank Transfer,8,9,No,West,Yes
569,50,Female,72823,Premium,Monthly,Cash,67,9,No,North,No
570,57,Female,67208,Basic,Monthly,Cash,63,9,No,South,No
571,27,Female,84061,Standard,Quarterly,Cash,9,5,No,East,No
572,60,Male,60659,Standard,Monthly,Credit Card,94,2,No,North,No
573,61,Female,131376,Standard,Monthly,PayPal,11,4,Yes,South,No
574,46,Male,61890,Standard,Monthly,Bank Transfer,99,7,Yes,South,No
575,30,Female,109134,Basic,Quarterly,Credit Card,42,0,No,North,No
576,29,Female,77055,Standard,Quarterly,Bank Transfer,13,0,Yes,West,No
577,48,Male,142269,Basic,Monthly,Credit Card,36,6,Yes,North,No
578,63,Female,49508,Basic,Monthly,Credit Card,13,4,No,West,No
579,19,Male,72287,Basic,Quarterly,Cash,12,4,No,East,No
580,68,Male,108916,Standard,Monthly,Cash,37,0,No,West,No
581,67,Female,56984,Premium,Quarterly,Credit Card,74,8,No,East,No
582,52,Male,140169,Standard,Quarterly,Cash,73,0,Yes,North,Yes
583,40,Female,38125,Standard,Quarterly,Credit Card,52,4,No,East,Yes
584,34,Female,66059,Standard,Monthly,PayPal,71,9,Yes,South,No
585,43,Male,99569,Standard,Monthly,Cash,2,8,No,East,No
586,25,Male,133409,Basic,Quarterly,Cash,56,3,No,West,No
587,46,Male,47087,Basic,Monthly,Cash,60,7,Yes,West,No
588,43,Male,136437,Basic,Monthly,PayPal,23,5,No,West,Yes
589,27,Female,145262,Basic,Yearly,Credit Card,40,2,Yes,East,No
590,43,Female,35704,Basic,Yearly,Bank Transfer,64,3,No,West,No
591,51,Male,90576,Basic,Monthly,Cash,85,1,No,West,No
592,68,Female,103384,Basic,Monthly,Credit Card,23,0,No,South,Yes
593,58,Female,117128,Premium,Monthly,PayPal,29,7,No,East,No
594,24,Female,141279,Basic,Quarterly,Bank Transfer,78,0,Yes,South,No
595,21,Female,102460,Basic,Yearly,Cash,90,0,No,West,No
596,67,Male,57208,Basic,Monthly,PayPal,51,3,No,West,No
597,62,Male,148516,Standard,Monthly,PayPal,69,9,Yes,West,No
598,28,Female,115150,Basic,Yearly,Bank Transfer,95,9,No,East,No
599,46,Male,96024,Basic,Monthly,Credit Card,89,5,No,North,No
600,53,Male,69882,Standard,Monthly,Cash,31,8,Yes,West,Yes
601,42,Male,55923,Basic,Yearly,Cash,50,0,No,West,No
602,38,Female,144044,Basic,Monthly,Credit Card,20,6,Yes,West,No
603,53,Female,131477,Basic,Quarterly,Credit Card,55,9,No,West,Yes
604,27,Female,59165,Basic,Monthly,Credit Card,81,4,Yes,East,Yes
605,54,Male,97203,Basic,Monthly,Bank Transfer,2,7,No,North,No
606,26,Female,121749,Basic,Quarterly,Bank Transfer,25,6,No,North,No
607,41,Female,34114,Premium,Monthly,Cash,13,3,No,North,No
608,52,Male,94965,Standard,Yearly,Bank Transfer,92,3,No,West,No
609,66,Female,66321,Standard,Monthly,PayPal,70,5,No,West,Yes
610,52,Female,103297,Basic,Monthly,Cash,67,5,No,North,Yes
611,65,Male,126652,Premium,Monthly,Bank Transfer,58,8,Yes,North,No
612,53,Male,129304,Basic,Monthly,Credit Card,99,4,No,West,Yes
613,35,Male,143942,Basic,Monthly,PayPal,82,7,No,West,No
614,66,Female,55426,Standard,Monthly,Credit Card,75,4,No,South,No
615,56,Female,47772,Basic,Monthly,Cash,84,1,No,South,No
616,49,Female,133754,Basic,Monthly,Credit Card,64,5,No,South,No
617,41,Male,33712,Standard,Quarterly,Bank Transfer,69,8,No,North,Yes
618,40,Male,31367,Premium,Quarterly,Bank Transfer,83,2,No,East,No
619,49,Female,136493,Basic,Quarterly,Cash,86,0,Yes,West,Yes
620,54,Female,137317,Standard,Monthly,Credit Card,59,0,No,South,No
621,29,Male,145142,Premium,Monthly,Cash,60,2,No,East,No
622,66,Male,121736,Basic,Quarterly,Credit Card,83,9,No,West,No
623,30,Male,81924,Basic,Monthly,PayPal,62,4,No,East,No
624,40,Male,33726,Basic,Monthly,Bank Transfer,16,2,Yes,North,Yes
625,42,Female,119152,Basic,Quarterly,Cash,88,8,No,North,No
626,52,Male,57723,Basic,Quarterly,PayPal,68,7,No,North,No
627,58,Female,133110,Premium,Monthly,PayPal,15,2,Yes,South,No
628,47,Female,130494,Standard,Monthly,Cash,89,8,No,West,Yes
629,34,Female,39108,Standard,Quarterly,Cash,55,5,Yes,North,No
630,66,Male,107714,Basic,Monthly,PayPal,35,6,No,South,Yes
631,37,Male,65643,Premium,Quarterly,Credit Card,55,3,Yes,South,No
632,65,Male,61324,Premium,Quarterly,PayPal,14,3,No,South,No
633,42,Male,133896,Premium,Quarterly,Cash,49,1,No,South,No
634,39,Female,113360,Basic,Monthly,PayPal,83,4,No,North,No
635,30,Male,140896,Standard,Monthly,Credit Card,7,7,No,South,No
636,36,Male,38927,Basic,Quarterly,Bank Transfer,30,6,No,North,No
637,66,Female,123680,Basic,Quarterly,Bank Transfer,83,6,Yes,North,Yes
638,53,Male,126546,Basic,Quarterly,PayPal,49,5,Yes,South,No
639,29,Female,52443,Standard,Monthly,Credit Card,89,2,No,North,Yes
640,58,Female,109973,Standard,Monthly,Bank Transfer,16,4,Yes,West,No
641,36,Female,93449,Basic,Yearly,PayPal,51,0,No,West,No
642,29,Female,139834,Basic,Quarterly,PayPal,72,6,No,East,No
643,26,Female,135314,Basic,Yearly,Credit Card,82,8,No,West,No
644,24,Female,106743,Basic,Quarterly,Cash,92,0,No,North,No
645,45,Female,90233,Basic,Monthly,PayPal,80,1,Yes,North,No
646,31,Female,55537,Basic,Quarterly,Cash,83,2,No,West,Yes
647,48,Male,131293,Standard,Yearly,Cash,42,2,No,South,No
648,69,Male,107576,Basic,Monthly,Bank Transfer,17,7,No,South,No
649,36,Male,137522,Basic,Quarterly,Cash,63,6,No,North,No
650,64,Male,52612,Basic,Monthly,Credit Card,45,5,Yes,South,No
651,33,Female,123977,Premium,Monthly,Bank Transfer,77,9,No,East,No
652,22,Male,36471,Standard,Quarterly,Bank Transfer,7,9,No,East,No
653,52,Female,65631,Standard,Monthly,Bank Transfer,27,3,No,West,Yes
654,29,Male,138997,Basic,Monthly,PayPal,10,8,Yes,West,No
655,42,Male,122059,Standard,Monthly,PayPal,34,0,No,South,No
656,69,Male,61348,Basic,Monthly,Cash,36,1,No,North,No
657,38,Female,94732,Standard,Monthly,Bank Transfer,25,3,Yes,West,No
658,53,Male,31177,Premium,Monthly,Bank Transfer,6,2,No,East,No
659,40,Female,34760,Standard,Yearly,Credit Card,24,0,No,West,Yes
660,33,Female,62779,Premium,Monthly,Cash,18,4,No,West,No
661,56,Male,51636,Standard,Monthly,Credit Card,87,6,No,East,Yes
662,62,Male,111889,Basic,Monthly,Cash,6,1,Yes,North,No
663,59,Male,83551,Premium,Quarterly,Cash,29,4,No,West,No
664,56,Female,41556,Basic,Monthly,PayPal,25,5,No,West,No
665,31,Male,57598,Standard,Quarterly,PayPal,55,6,No,West,No
666,48,Female,41563,Basic,Quarterly,Credit Card,81,0,No,South,Yes
667,22,Female,76819,Basic,Quarterly,Cash,46,6,No,West,No
668,52,Male,139326,Basic,Monthly,Bank Transfer,24,3,Yes,East,No
669,40,Male,103770,Basic,Quarterly,PayPal,75,7,No,North,No
670,46,Female,121055,Basic,Monthly,Bank Transfer,26,3,No,North,No
671,60,Female,56966,Standard,Yearly,Credit Card,98,5,No,East,No
672,28,Female,111709,Basic,Quarterly,PayPal,28,8,No,South,No
673,35,Male,89889,Basic,Monthly,PayPal,3,4,No,East,Yes
674,64,Female,56987,Standard,Monthly,Cash,75,3,No,North,No
675,29,Male,108714,Basic,Monthly,Credit Card,38,7,Yes,East,Yes
676,26,Female,134874,Standard,Quarterly,Cash,61,8,No,South,No
677,27,Female,88348,Standard,Monthly,PayPal,78,3,No,North,No
678,61,Male,54596,Premium,Monthly,Credit Card,51,2,No,South,Yes
679,34,Female,63174,Standard,Monthly,PayPal,90,7,No,East,Yes
680,55,Male,94106,Basic,Quarterly,Credit Card,48,4,No,West,No
681,24,Male,137510,Standard,Quarterly,PayPal,21,1,No,East,No
682,63,Female,99967,Basic,Quarterly,Bank Transfer,54,9,No,South,Yes
683,30,Male,89182,Basic,Quarterly,Bank Transfer,56,8,No,East,Yes
684,57,Male,123300,Standard,Monthly,Cash,94,2,No,West,No
685,59,Female,117163,Basic,Monthly,Bank Transfer,59,1,No,South,No
686,26,Male,69310,Standard,Quarterly,PayPal,72,0,No,East,No
687,67,Male,86088,Premium,Monthly,PayPal,51,7,No,South,Yes
688,44,Male,38906,Premium,Monthly,Bank Transfer,20,2,No,South,No
689,19,Female,66914,Premium,Monthly,Cash,96,6,No,North,Yes
690,22,Male,140350,Basic,Monthly,Bank Transfer,86,0,No,North,Yes
691,46,Female,75379,Basic,Monthly,Credit Card,59,0,Yes,South,No
692,54,Female,108612,Standard,Yearly,Credit Card,71,8,Yes,East,No
693,55,Male,144828,Basic,Monthly,Credit Card,9,7,No,East,No
694,36,Male,67650,Standard,Monthly,Bank Transfer,1,2,No,East,No
695,25,Male,76881,Standard,Monthly,Bank Transfer,29,5,No,West,No
696,65,Female,76413,Standard,Quarterly,Bank Transfer,63,2,No,South,No
697,62,Male,36012,Basic,Monthly,Credit Card,72,3,Yes,South,No
698,18,Male,80115,Basic,Yearly,Cash,56,0,No,West,No
699,39,Male,37151,Basic,Yearly,PayPal,68,4,No,South,No
700,69,Male,87716,Basic,Monthly,Bank Transfer,35,0,No,South,No
701,34,Male,123747,Premium,Yearly,Cash,3,0,No,West,No
702,24,Female,122653,Basic,Yearly,PayPal,7,9,Yes,North,No
703,42,Female,66378,Basic,Quarterly,PayPal,27,6,Yes,South,No
704,62,Male,72652,Basic,Quarterly,PayPal,1,5,No,West,No
705,21,Male,102430,Standard,Monthly,Cash,91,1,No,East,No
706,53,Male,43467,Standard,Monthly,Cash,80,1,No,North,No
707,23,Male,61010,Basic,Monthly,Credit Card,71,6,Yes,East,Yes
708,48,Female,144793,Basic,Monthly,Cash,44,0,Yes,South,No
709,36,Male,84691,Basic,Yearly,Cash,87,1,No,North,No
710,61,Female,94157,Basic,Monthly,Cash,41,7,No,West,No
711,56,Female,138177,Standard,Quarterly,PayPal,75,5,No,South,No
712,44,Male,42289,Standard,Quarterly,Bank Transfer,42,1,Yes,West,Yes
713,27,Female,74976,Basic,Yearly,Credit Card,33,6,No,North,No
714,43,Female,73596,Basic,Yearly,Bank Transfer,50,3,Yes,East,No
715,36,Female,53171,Premium,Monthly,Bank Transfer,63,1,Yes,South,No
716,56,Female,130441,Basic,Monthly,Cash,37,5,No,South,No
717,20,Male,116365,Standard,Monthly,Credit Card,59,8,Yes,West,No
718,62,Male,148218,Basic,Monthly,Bank Transfer,81,8,Yes,North,No
719,30,Female,129590,Basic,Monthly,Bank Transfer,99,7,No,West,No
720,67,Male,144014,Basic,Monthly,Credit Card,48,2,No,North,Yes
721,45,Male,74139,Standard,Quarterly,Cash,5,2,No,South,No
722,37,Male,78713,Premium,Monthly,Bank Transfer,48,1,No,North,No
723,45,Male,59734,Basic,Monthly,PayPal,96,4,Yes,South,No
724,25,Male,102588,Basic,Quarterly,Bank Transfer,3,3,Yes,North,No
725,58,Female,93646,Basic,Monthly,PayPal,47,6,No,East,No
726,56,Male,33654,Basic,Monthly,Cash,62,3,No,North,Yes
727,18,Male,119022,Basic,Quarterly,Bank Transfer,99,8,No,East,Yes
728,20,Male,48743,Basic,Quarterly,Credit Card,14,1,Yes,North,No
729,30,Male,78368,Standard,Quarterly,Credit Card,63,5,No,North,No
730,45,Female,120025,Basic,Monthly,Bank Transfer,61,6,Yes,West,No
731,66,Female,104172,Basic,Quarterly,Cash,31,3,No,West,No
732,42,Female,36441,Premium,Quarterly,Cash,95,5,No,South,No
733,50,Female,149735,Basic,Monthly,Credit Card,17,6,No,West,No
734,55,Male,54611,Premium,Quarterly,Bank Transfer,24,3,No,North,No
735,23,Female,149891,Basic,Yearly,Cash,23,7,No,West,No
736,61,Male,137971,Premium,Monthly,Credit Card,82,8,No,North,Yes
737,62,Male,42149,Standard,Monthly,PayPal,50,0,No,East,Yes
738,49,Male,130102,Premium,Yearly,Bank Transfer,78,6,Yes,North,Yes
739,62,Male,89189,Premium,Quarterly,PayPal,79,8,No,South,Yes
740,64,Male,137904,Basic,Monthly,PayPal,79,9,Yes,East,Yes
741,38,Female,51675,Premium,Quarterly,Cash,70,4,No,South,No
742,33,Female,101031,Basic,Monthly,Cash,27,1,No,South,No
743,38,Female,72668,Basic,Monthly,Cash,15,9,No,South,No
744,28,Female,43673,Basic,Monthly,Bank Transfer,50,5,No,West,Yes
745,54,Male,106666,Standard,Yearly,PayPal,36,6,Yes,South,No
746,53,Female,118204,Basic,Yearly,Bank Transfer,8,1,No,East,No
747,52,Male,110758,Standard,Monthly,Cash,79,1,No,North,Yes
748,36,Female,95429,Standard,Monthly,PayPal,3,9,No,South,No
749,37,Male,53669,Standard,Monthly,Bank Transfer,62,9,No,East,Yes
750,35,Male,64068,Premium,Yearly,Bank Transfer,47,0,No,South,No
751,64,Female,118789,Basic,Yearly,Credit Card,77,3,No,North,No
752,58,Male,39435,Basic,Quarterly,Bank Transfer,98,6,Yes,East,No
753,66,Male,124088,Basic,Quarterly,Cash,88,8,Yes,East,No
754,31,Female,82249,Basic,Quarterly,Bank Transfer,96,2,No,North,No
755,32,Male,67384,Basic,Monthly,PayPal,61,6,No,East,No
756,48,Female,111929,Basic,Monthly,Bank Transfer,32,6,No,North,No
757,18,Female,106153,Basic,Monthly,Credit Card,94,6,No,East,Yes
758,20,Female,134056,Premium,Quarterly,PayPal,13,1,No,East,Yes
759,33,Male,105388,Standard,Quarterly,PayPal,1,5,No,North,No
760,40,Male,61401,Basic,Monthly,Credit Card,34,1,Yes,North,No
761,28,Male,101831,Standard,Yearly,Cash,62,5,Yes,East,No
762,29,Female,149503,Basic,Monthly,PayPal,79,9,No,East,Yes
763,27,Male,145760,Basic,Monthly,Cash,78,2,No,North,No
764,49,Female,131529,Standard,Quarterly,PayPal,93,1,No,West,No
765,33,Female,64084,Basic,Quarterly,PayPal,98,5,No,North,No
766,25,Male,140641,Basic,Quarterly,Cash,82,1,Yes,East,No
767,55,Female,135111,Premium,Monthly,PayPal,71,4,No,East,No
768,29,Male,85826,Premium,Monthly,Cash,93,1,Yes,East,Yes
769,41,Male,66451,Standard,Quarterly,Credit Card,31,2,No,North,No
770,45,Male,37227,Standard,Monthly,Cash,64,2,No,East,No
